Time,DEMG1_AR1,DEMG1_AR2,DEMG1_AR3,DEMG1_AR4,DEMG1_AR5,DEMG1_AR6,DEMG1_RMS,DEMG2_AR1,DEMG2_AR2,DEMG2_AR3,DEMG2_AR4,DEMG2_AR5,DEMG2_AR6,DEMG2_RMS,DEMG3_AR1,DEMG3_AR2,DEMG3_AR3,DEMG3_AR4,DEMG3_AR5,DEMG3_AR6,DEMG3_RMS,DEMG4_AR1,DEMG4_AR2,DEMG4_AR3,DEMG4_AR4,DEMG4_AR5,DEMG4_AR6,DEMG4_RMS,DEMG5_AR1,DEMG5_AR2,DEMG5_AR3,DEMG5_AR4,DEMG5_AR5,DEMG5_AR6,DEMG5_RMS,DEMG6_AR1,DEMG6_AR2,DEMG6_AR3,DEMG6_AR4,DEMG6_AR5,DEMG6_AR6,DEMG6_RMS,DEMG7_AR1,DEMG7_AR2,DEMG7_AR3,DEMG7_AR4,DEMG7_AR5,DEMG7_AR6,DEMG7_RMS,DEMG8_AR1,DEMG8_AR2,DEMG8_AR3,DEMG8_AR4,DEMG8_AR5,DEMG8_AR6,DEMG8_RMS,DEMG9_AR1,DEMG9_AR2,DEMG9_AR3,DEMG9_AR4,DEMG9_AR5,DEMG9_AR6,DEMG9_RMS,DEMG10_AR1,DEMG10_AR2,DEMG10_AR3,DEMG10_AR4,DEMG10_AR5,DEMG10_AR6,DEMG10_RMS,DEMG11_AR1,DEMG11_AR2,DEMG11_AR3,DEMG11_AR4,DEMG11_AR5,DEMG11_AR6,DEMG11_RMS,DEMG12_AR1,DEMG12_AR2,DEMG12_AR3,DEMG12_AR4,DEMG12_AR5,DEMG12_AR6,DEMG12_RMS,DEMG13_AR1,DEMG13_AR2,DEMG13_AR3,DEMG13_AR4,DEMG13_AR5,DEMG13_AR6,DEMG13_RMS,DEMG14_AR1,DEMG14_AR2,DEMG14_AR3,DEMG14_AR4,DEMG14_AR5,DEMG14_AR64,DEMG14_RMS,knee_angle_r,ankle_angle_r,knee_angle_r_moment,ankle_angle_r_moment,knee_angle_l,ankle_angle_l,knee_angle_l_moment,ankle_angle_l_moment
38.95,0.446386237,-0.768078485,0.657240958,-0.671811828,0.280748876,-0.398160436,0.004040845,0.578175165,-0.710826174,0.599568666,-0.541492313,0.398818958,-0.395004629,0.004071121,1.019029377,-1.215889052,0.874301244,-1.012746279,0.513268893,-0.317684353,0.023925563,1.170034359,-1.626294092,1.281561613,-1.287907595,0.625127362,-0.384180574,0.053968772,0.333613837,-0.790464312,0.565508605,-0.580635207,0.204875948,-0.311211801,0.006323677,4.733349543,-9.671724751,11.11750479,-7.725304694,3.112933907,-0.567596097,0.000558301,1.126900207,-1.188084061,0.93913471,-0.87487562,0.421636809,-0.254577379,0.022590515,0.504876107,-0.788134754,0.448405433,-0.554435155,0.130786845,-0.37634083,0.016136104,0.407346089,-0.851615146,0.557208717,-0.590446227,0.17957377,-0.237307093,0.008826408,0.696677675,-0.781886109,0.540123579,-0.648675891,0.41076501,-0.37262744,0.011175577,0.372590407,-0.918961258,0.395143661,-0.785708649,0.118474196,-0.345053682,0.043687732,0.493842198,-0.933534778,0.546394128,-0.732370267,0.252147822,-0.501667287,0.04293385,0.683270073,-1.179847231,0.914317495,-1.012013596,0.472310784,-0.52068151,0.037183119,0.527007146,-0.892522934,0.540419582,-0.75167667,0.362670319,-0.346137348,0.047262396,-26.85479725,13.3933122,7.6719334,-21.21917078,-28.74964865,15.74657552,6.2884167,-28.87368602
39,0.561509952,-0.799332181,0.572612321,-0.703626636,0.351450589,-0.434947529,0.004021821,0.37652099,-0.693783936,0.342019122,-0.508397211,0.233376636,-0.308282208,0.004128819,0.972402539,-1.133390861,0.802514735,-0.88337306,0.594373668,-0.327224472,0.023862123,1.388032511,-1.8228727,1.70373276,-1.665923731,1.071097063,-0.570471029,0.064830017,0.365280142,-0.856831448,0.555919749,-0.730020945,0.26514614,-0.453540359,0.006242108,4.617620755,-9.209561137,10.27902403,-6.857707997,2.617984434,-0.448778482,0.00033455,0.875555238,-0.982844636,0.614737276,-0.669919834,0.280500329,-0.184433178,0.027834763,0.476322566,-0.724247314,0.436016434,-0.476201863,0.001823096,-0.351012236,0.015052837,0.655543162,-0.684183711,0.484148604,-0.634097321,0.363606388,-0.214054957,0.006981358,0.485825515,-0.769984255,0.57857262,-0.596320316,0.34392207,-0.415425893,0.008614825,0.240211262,-0.972432198,0.289792417,-0.794898658,0.10142866,-0.445567236,0.050659501,0.41541197,-0.814533209,0.464251995,-0.643029007,0.176107531,-0.467049989,0.039465292,0.708623755,-1.244698014,0.937510098,-1.002721879,0.411407164,-0.417929706,0.039824853,0.432031971,-0.953332034,0.466785526,-0.786963428,0.246158126,-0.349963975,0.040935404,-25.48960537,14.02505325,6.66587479,-25.8729084,-26.50243371,16.2464263,1.84093993,-32.22340732
39.05,0.785341119,-0.815694331,0.673084955,-0.702434689,0.589245408,-0.471990059,0.004057027,0.306001203,-0.616188881,0.459125196,-0.434784749,0.252728378,-0.239906011,0.004066846,1.094263323,-1.194145057,0.942968892,-0.857768661,0.599591505,-0.401335285,0.017970699,1.181606748,-1.500894966,1.306384003,-1.224242935,0.730586202,-0.480797581,0.0707836,0.350813332,-0.796753772,0.634918371,-0.618912964,0.224025689,-0.379631925,0.006046345,4.676718637,-9.465683452,10.75461165,-7.336619076,2.880265655,-0.510951406,0.000542491,0.815314228,-0.947549582,0.574020235,-0.662210006,0.338534912,-0.281185555,0.030971227,0.569441448,-0.896517935,0.650656605,-0.668897348,0.269562877,-0.465943262,0.016919095,0.606515111,-0.664498354,0.604495772,-0.58675568,0.334869278,-0.21908489,0.006408387,0.465208411,-0.849968285,0.415774171,-0.6625324,0.24444259,-0.355698793,0.008330388,0.283541856,-0.975426377,0.337928628,-0.793487176,0.128829324,-0.452565059,0.048861965,0.441249252,-0.864967333,0.457817989,-0.696596953,0.266441043,-0.450188505,0.036268827,0.699289028,-1.281022442,0.805919381,-0.954756699,0.281246631,-0.373782378,0.025314936,0.636470523,-1.16535265,0.663159719,-0.992785563,0.461082892,-0.532142204,0.046190233,-25.0976217,14.64228406,6.53339867,-28.96173329,-25.01128881,16.59865038,-0.8071075,-35.16086809
39.1,0.579373507,-0.674060004,0.709908189,-0.664958429,0.440916596,-0.33664609,0.004035466,0.461130876,-0.844464436,0.686711546,-0.620102097,0.372998237,-0.255700912,0.003795183,1.041657623,-1.119704759,0.805852081,-0.758127962,0.436002469,-0.266092236,0.015965158,1.027296321,-1.246393853,0.982047936,-1.030735483,0.552881047,-0.49919232,0.079139812,0.242229948,-0.613248004,0.618995988,-0.51340744,0.149051904,-0.371128377,0.004825802,4.769093678,-9.851175129,11.39865729,-7.884688895,3.123476159,-0.55717154,0.000659406,0.853632839,-0.934911609,0.750775621,-0.854394695,0.495842516,-0.456537036,0.027812863,0.599257027,-0.876088631,0.634442237,-0.664917733,0.298918458,-0.466039485,0.017539079,0.377171293,-0.495794331,0.601568974,-0.362586108,0.310902814,-0.382793726,0.005682805,0.511216193,-0.778323844,0.496444525,-0.516806624,0.076632114,-0.176232027,0.007276036,0.538587641,-1.180773262,0.615615167,-1.004646007,0.359768208,-0.482262195,0.040163656,0.660933907,-1.090168835,0.654082552,-0.879940948,0.338453756,-0.500673608,0.038163059,0.601795687,-1.061756566,0.497039803,-0.876922792,0.282278645,-0.248880117,0.027375087,0.688151657,-1.125967336,0.728448942,-0.877996175,0.527052558,-0.392324573,0.040928742,-25.21213394,15.14154875,6.03938577,-29.8581933,-24.3478695,16.6916018,-0.63718532,-36.88918653
39.15,0.461219071,-0.847152927,0.705320741,-0.623898876,0.30435032,-0.37464527,0.004188803,0.459650423,-0.927737549,0.687008782,-0.726888253,0.389832352,-0.275165416,0.004020585,0.949058585,-1.263461602,0.821287561,-0.804162415,0.440666364,-0.387431578,0.01919202,0.962109403,-1.039267027,0.748793092,-0.944052057,0.624015542,-0.524249367,0.068234436,0.618308173,-0.882174307,0.634774395,-0.767216822,0.460344952,-0.590166331,0.004134511,4.715998475,-9.623885514,10.97251983,-7.447862945,2.881898316,-0.500368848,0.000395347,0.813170553,-0.855501561,0.740941173,-0.783931952,0.34022426,-0.46181054,0.031274372,0.597801934,-0.848496961,0.627103631,-0.667565016,0.222682379,-0.462468572,0.015596228,0.395031143,-0.597821985,0.475756222,-0.41140632,0.344190242,-0.265408369,0.005349517,0.779515905,-1.117938801,0.764522622,-0.68207922,0.289864884,-0.222875506,0.006992884,0.456813878,-1.037880094,0.473960863,-0.877889544,0.21786402,-0.350472423,0.045071114,0.89065454,-1.109980914,0.67094837,-0.725904594,0.283446912,-0.293153848,0.044397826,0.666116722,-0.993859662,0.550012881,-0.740464493,0.306767029,-0.209072967,0.031663396,0.889104028,-1.234061769,0.895289373,-0.942747715,0.469833858,-0.189256595,0.042086685,-25.4657469,15.57335943,6.76130426,-29.96974245,-24.26960303,16.59752047,-1.33986284,-36.87198513
39.2,0.63394419,-0.876066462,0.73862266,-0.549116759,0.332500646,-0.334062703,0.004245921,0.254379368,-0.644317508,0.515123543,-0.584445738,0.161671817,-0.326378873,0.00451643,0.99667046,-1.370735652,1.149309952,-0.998809611,0.584140602,-0.470809759,0.022789657,0.994513639,-1.121017811,0.862583367,-0.944045824,0.60748174,-0.427345917,0.04875003,0.415537478,-0.761967463,0.533893571,-0.679146789,0.312321281,-0.436163962,0.00441672,4.72619731,-9.820172503,11.67822007,-8.483384018,3.573208399,-0.675602217,0.000317377,0.816296265,-0.911380743,0.653710319,-0.71652861,0.419603031,-0.450854737,0.030053333,0.609485942,-0.786954711,0.645224745,-0.620386762,0.190120431,-0.42355821,0.015207859,0.550254782,-0.724084016,0.541599878,-0.589879469,0.373811601,-0.254261317,0.006410894,0.84890413,-1.197536619,0.81672143,-0.969418379,0.50575482,-0.437928572,0.008094533,0.323828597,-0.915837446,0.295262915,-0.871955234,0.204844494,-0.516370165,0.055885709,0.595452535,-0.945542698,0.591933633,-0.879308132,0.33832381,-0.380120936,0.050077318,0.68096546,-1.132512026,0.800243286,-0.934539328,0.362343915,-0.270695959,0.03210392,0.770342962,-1.10941879,0.752454811,-0.900075106,0.395428681,-0.181607092,0.047326923,-25.56515076,15.7845169,5.39312618,-30.85881337,-24.48495495,16.51716265,-1.16650198,-36.87127734
39.25,0.463582033,-0.544768016,0.576563635,-0.475760782,0.289612946,-0.332563388,0.004641709,0.250352261,-0.591937445,0.5875327,-0.46752253,0.202117967,-0.338538434,0.004459628,1.026050272,-1.257790302,1.17170952,-0.954393804,0.441699871,-0.409780936,0.024063187,1.117439202,-1.225941497,1.023122922,-1.02881981,0.593726854,-0.389100023,0.036677031,0.346225995,-0.739646573,0.570500664,-0.599773077,0.226923688,-0.425562776,0.004697965,4.765655736,-9.990092254,12.00381791,-8.826197043,3.766571789,-0.720960936,0.000416437,0.82154418,-1.133804076,0.808567897,-0.927399683,0.440400307,-0.533253868,0.027149689,0.494041746,-0.67590097,0.704902781,-0.537781003,0.084750208,-0.343373872,0.010696659,0.681457257,-0.739300058,0.538769205,-0.73312065,0.396450287,-0.404346336,0.007511745,0.758793424,-0.985487161,0.761333177,-0.918708452,0.53007144,-0.405252019,0.00846829,0.280690315,-0.792897171,0.420437905,-0.74416237,0.193875484,-0.506911824,0.053408696,0.233035751,-0.831515988,0.151918737,-0.733988886,0.261047635,-0.389085297,0.052209263,0.757599634,-1.373164994,0.977117525,-1.119718143,0.323336694,-0.33427936,0.036310482,0.597754646,-0.980355797,0.541482071,-0.777203313,0.292221283,-0.43626709,0.046753944,-25.62344471,15.85249439,6.05800944,-30.48359566,-24.62304504,16.35899091,-2.56248796,-36.31330046
39.3,0.428966733,-0.530913592,0.530385038,-0.494622463,0.286742787,-0.296610596,0.004831096,0.444602507,-0.669068407,0.524536364,-0.490658154,0.321002053,-0.23065412,0.00456529,0.993059637,-1.223749019,1.038608983,-0.788140522,0.253032922,-0.276789075,0.023578355,0.814261819,-1.515718045,1.085203713,-1.176020944,0.585800614,-0.588065185,0.031154985,0.580018587,-0.878225462,0.584317447,-0.702622337,0.359802929,-0.390885165,0.005384684,4.815088017,-10.12924382,12.08851488,-8.734122735,3.637336877,-0.678670234,0.000380145,0.809829966,-1.016081098,0.717865867,-0.841210807,0.454147804,-0.439535995,0.026751188,0.441193446,-0.865900525,0.679977905,-0.535309389,0.38092522,-0.289157283,0.008659921,0.526878958,-0.751394384,0.624637586,-0.65915943,0.226721752,-0.375580289,0.007110146,0.729246629,-1.043973686,0.803392094,-0.912161756,0.447563413,-0.449944114,0.009564691,0.260266148,-0.791899648,0.450175659,-0.646858483,0.181241392,-0.305424501,0.04502401,0.396657749,-0.781683306,0.388895564,-0.634338692,0.305063011,-0.42420407,0.050260654,0.376502433,-0.796522928,0.453520271,-0.633276612,0.069880788,-0.281500488,0.036907465,0.672339735,-0.931886084,0.735333725,-0.658360212,0.20947608,-0.342303778,0.048506511,-25.6899074,15.78073809,6.27260479,-29.51514108,-24.71832514,16.19589974,-2.43562264,-35.59656544
39.35,0.5177538,-0.690729366,0.626003841,-0.615947074,0.274812284,-0.38722665,0.004449585,0.432980697,-0.774754923,0.5156485,-0.547616655,0.245937417,-0.285605841,0.005097593,0.887942901,-1.219376929,0.987515509,-0.919493442,0.36052918,-0.364706192,0.020161186,0.929643751,-1.32019524,1.039738796,-0.97265601,0.552034402,-0.353346612,0.042929479,0.452024696,-0.823517627,0.418006646,-0.637118737,0.32055515,-0.34540627,0.00561042,4.747915637,-9.925049453,11.81463533,-8.526773381,3.553395326,-0.668115443,0.000233881,0.868463752,-1.0208298,0.767094178,-0.825930083,0.407589026,-0.32251461,0.026235993,0.733721078,-1.086286538,0.836396598,-0.807958263,0.355618769,-0.457857329,0.01285373,0.546706614,-0.771382261,0.57741763,-0.670952519,0.125553618,-0.240876927,0.007071587,0.674276306,-0.943231365,0.647498125,-0.810555868,0.335108409,-0.390843791,0.009333566,0.32073021,-0.977074512,0.483456448,-0.727196504,0.275873085,-0.247596763,0.036043786,0.538569538,-1.009689995,0.768943883,-0.794997423,0.39718058,-0.445559936,0.031674484,0.397466556,-0.793476171,0.521513145,-0.644745724,0.179328956,-0.457086865,0.042773799,0.694622705,-0.962145377,0.756695153,-0.693101735,0.264807744,-0.272827639,0.045899293,-25.78992012,15.60283983,5.27338158,-28.8218939,-24.85486418,15.96541306,-3.44879089,-35.90581699
39.4,0.45487746,-0.69975817,0.549529797,-0.559036481,0.294859401,-0.340275227,0.004421317,0.596957795,-0.834451208,0.619372281,-0.523980451,0.279267911,-0.358751383,0.004601253,0.949312208,-1.088956086,0.906459128,-0.827114727,0.414801208,-0.3795297,0.019977524,0.914239384,-1.127436172,0.887556847,-0.828490512,0.427995182,-0.342397169,0.036505598,0.332734794,-0.713670606,0.477262043,-0.46573993,0.27233437,-0.308100525,0.004893208,4.913139478,-10.51162102,12.64027656,-9.071907216,3.696243599,-0.667739933,0.000310093,0.935931086,-1.288869311,0.914093358,-1.003646177,0.561452318,-0.402658114,0.028013452,0.599241929,-0.884544259,0.625476962,-0.578466873,0.181724336,-0.430270689,0.012978919,0.725211171,-1.019411333,0.811128009,-0.884232584,0.305839357,-0.361587757,0.00817253,0.414745958,-0.791760798,0.552651473,-0.709130509,0.271997683,-0.370785531,0.007627647,0.665179653,-1.351599449,0.745967964,-0.964116075,0.247555697,-0.276605631,0.037971705,0.630563061,-1.135620408,0.760160217,-0.870005986,0.350415161,-0.385360907,0.043728968,0.464605373,-1.002932893,0.562200755,-0.794941951,0.128987645,-0.488832587,0.04625337,0.756254472,-0.968449286,0.710055993,-0.843341293,0.598946261,-0.372368479,0.041833258,-26.01528813,15.34434026,5.40027611,-28.02016467,-25.07554858,15.63580791,-2.55292648,-36.22689499
39.45,0.527059658,-0.705518879,0.647627783,-0.549671213,0.392128997,-0.26215061,0.004900897,0.528716424,-0.687985313,0.374254348,-0.558594302,0.211810792,-0.247813158,0.004276892,0.943584978,-0.982450113,0.886912656,-0.855597243,0.456104402,-0.4252813,0.019028639,1.051580897,-1.326903931,1.004537437,-1.010830784,0.553065821,-0.404657656,0.043531027,0.272919273,-0.701885587,0.439749413,-0.477223982,0.292037014,-0.295166514,0.004742973,5.108355154,-11.28934777,13.89561948,-10.1144319,4.153651798,-0.7552646,0.000714166,1.067964896,-1.460127843,1.092815154,-1.164585527,0.627902502,-0.467061929,0.036060976,0.693294067,-0.626205298,0.756116725,-0.617318561,0.381523423,-0.610469896,0.019575969,0.528121873,-0.934413344,0.692631379,-0.740511219,0.286906173,-0.452038194,0.008504809,0.324868528,-0.659384294,0.424432902,-0.503973333,0.250710468,-0.249773415,0.00651292,0.323232584,-1.100002565,0.417940069,-0.807549796,0.161490622,-0.34022468,0.042700527,0.781619909,-1.164060671,0.86788265,-0.830198457,0.330926033,-0.367429674,0.051966924,0.555225801,-1.164733027,0.724431665,-0.992906425,0.228227288,-0.490067318,0.041672018,0.739548117,-0.800117003,0.695709019,-0.688987898,0.560736262,-0.549093726,0.038697695,-26.44469608,15.01666143,7.55712939,-27.74184157,-25.52906741,15.19527959,-2.13693506,-36.84098855
39.5,0.677308909,-0.67219469,0.777770467,-0.64156543,0.502237759,-0.421104694,0.005128684,0.470080671,-0.579292203,0.317707193,-0.695394944,0.285359003,-0.28477411,0.004815245,0.909028933,-0.971586114,0.778050893,-0.825981632,0.342040803,-0.261830766,0.015049743,1.042721517,-1.21515658,0.918367001,-0.966534063,0.567604029,-0.403488066,0.054169859,0.367056104,-0.720979748,0.477725183,-0.564884678,0.329297404,-0.335410806,0.004807111,5.137310845,-11.3726773,13.94613676,-10.03483928,4.031208782,-0.708010795,0.001081565,0.91005971,-1.239646075,0.915085123,-1.100795487,0.681957735,-0.527547957,0.036944368,0.825360086,-0.969449424,0.761692085,-0.960371601,0.769819694,-0.690814773,0.03180415,0.623327601,-0.851599354,0.617870673,-0.672679687,0.279015314,-0.382218331,0.00747041,0.50032503,-0.80086052,0.342014441,-0.695197776,0.267886954,-0.452704549,0.008947528,0.276350177,-0.824301023,0.368843686,-0.521786258,0.183765982,-0.210406598,0.026253999,0.45041204,-0.715053458,0.498603652,-0.480293429,0.263776179,-0.227357896,0.023442456,0.24851294,-0.935822566,0.327035643,-0.811082975,0.123537237,-0.409016459,0.039204827,0.601022645,-0.791009591,0.562069792,-0.660265309,0.411238645,-0.378587667,0.031316558,-27.08224307,14.55710747,8.4499919,-27.25830937,-26.29684435,14.58661223,-2.2891797,-36.2497038
39.55,0.905792378,-0.755425252,0.583470629,-0.883734464,0.5293514,-0.383590099,0.006030359,0.530152869,-0.492962886,0.581130383,-0.552107541,0.34783484,-0.446364534,0.004725509,0.919610325,-1.125555707,0.882770495,-0.888501327,0.384175778,-0.374270431,0.011163464,0.947387716,-1.064961367,0.602807683,-0.62510657,0.316321709,-0.254698203,0.037468742,0.961618328,-1.080323066,0.892153801,-0.925404533,0.632530183,-0.571972672,0.007541733,5.119408778,-11.32567467,13.92731202,-10.08038391,4.079917434,-0.721332365,0.001060921,0.865349215,-1.134771691,0.851396212,-1.051961131,0.754003031,-0.548138233,0.032906452,0.72033415,-0.921745429,0.598202158,-0.788623634,0.463369044,-0.508160496,0.02897059,0.795295173,-0.660488733,0.56919637,-0.743043974,0.499228276,-0.292671498,0.006496878,0.672842679,-0.932700151,0.547838477,-0.770975894,0.38187666,-0.467015237,0.010434307,0.674923221,-0.90000187,0.67814599,-0.814665318,0.465700306,-0.330996343,0.012924465,0.595863994,-1.127736868,0.656928275,-0.873372079,0.378637481,-0.31483505,0.014534481,0.165844109,-0.872937091,0.229378025,-0.766787811,0.051655369,-0.397436847,0.033850419,0.541151,-0.973156273,0.559041786,-0.820963254,0.366879565,-0.356637972,0.021704377,-27.91857562,13.76266447,6.60642805,-24.57534332,-27.39076642,13.72910652,-0.98396868,-33.32302739
39.6,1.075099259,-1.05295042,0.838267412,-0.992795767,0.665623707,-0.310696323,0.008432628,0.911990759,-0.84816279,0.606530031,-0.689006267,0.366071419,-0.263278481,0.006856831,0.824132281,-1.006328392,0.899105192,-0.854610458,0.398968,-0.378461355,0.00699856,0.727324168,-1.043941267,0.540478996,-0.631206,0.306124511,-0.277979759,0.036994163,1.316079426,-1.39544987,1.308039719,-1.181379085,0.729248877,-0.644385057,0.018738413,4.968833032,-10.72011512,12.96810687,-9.358388237,3.842274437,-0.702234487,0.001117016,0.971492744,-1.173475891,0.816577596,-0.937388587,0.681127165,-0.465086894,0.031763158,0.963158906,-0.981358995,0.734092349,-0.747034173,0.4045949,-0.325230146,0.026392614,0.713564271,-0.700694497,0.687487392,-0.62004791,0.382153294,-0.21011368,0.006018281,0.921903161,-0.885251547,0.741385219,-0.78258224,0.58553364,-0.505760982,0.009673937,0.454476263,-0.850963368,0.487095326,-0.625264724,0.313061187,-0.29641363,0.010296484,0.629004574,-1.120969776,0.685708921,-0.828714092,0.339976611,-0.267914435,0.015749565,0.657306743,-1.048214822,0.947271433,-0.797392079,0.454393507,-0.35055572,0.020327414,0.542757405,-0.885118321,0.424372654,-0.536832125,0.17612767,-0.284401257,0.015122208,-28.97819456,12.54380544,5.41345699,-22.16031319,-28.63766931,12.48689855,-1.78764045,-30.48253087
39.65,0.950002122,-0.856945868,0.596608361,-0.771197837,0.495045519,-0.296913533,0.009443286,1.192250036,-1.095892558,0.795647942,-0.907753731,0.627465277,-0.391621787,0.010182366,0.619740849,-0.890043174,0.613896906,-0.739881876,0.274214881,-0.341166983,0.007340921,1.04826873,-1.303310548,1.038342995,-0.985493263,0.459607082,-0.29282749,0.039970207,1.446268548,-1.430323175,1.052710471,-0.863468281,0.406025384,-0.234169009,0.03153536,5.11653066,-11.38407733,14.16753954,-10.44247124,4.33025961,-0.78941586,0.002305154,1.046885326,-1.251529853,0.901448767,-0.981921176,0.695729915,-0.508405244,0.038409989,1.02074972,-1.198713083,0.968612576,-0.950595397,0.570850341,-0.380259348,0.030836558,1.024435409,-0.982797537,0.90688799,-0.887929012,0.577255719,-0.262247658,0.007932008,0.886849728,-0.912526199,0.828272607,-0.767995014,0.488996787,-0.410051006,0.009470185,0.308241816,-0.992372863,0.488349222,-0.66206315,0.270992617,-0.290477684,0.009626678,0.576449323,-0.507072392,0.535987413,-0.532107987,0.332029598,-0.321806741,0.007311222,0.416071814,-0.791737365,0.666604517,-0.575837265,0.288865374,-0.436775953,0.016469494,0.038580408,-0.586247707,0.394899121,-0.376202093,0.049214904,-0.282828201,0.010518355,-30.57805899,11.08109596,3.70934715,-19.4929901,-30.1548122,11.03100633,-3.85572308,-26.7233369
39.7,1.008523668,-0.968071766,0.637192731,-0.809325247,0.406056219,-0.267754125,0.01091369,1.319924444,-1.295358243,1.035169467,-1.097565098,0.76614474,-0.373261021,0.013556107,0.636364176,-0.778495838,0.445432982,-0.546959923,0.331217123,-0.338281569,0.009701807,0.834658096,-0.863188679,0.77811555,-0.672382854,0.368764589,-0.224751813,0.01947433,1.565834166,-1.509894302,0.953485492,-0.680145708,0.407857097,-0.279839431,0.045562537,5.154018831,-11.5104834,14.31303266,-10.4787338,4.28393084,-0.762815037,0.003664139,1.239205275,-1.688760384,1.454095268,-1.248945054,0.701114314,-0.364338718,0.044008054,0.828286433,-1.023534499,0.81971668,-0.842803696,0.475106089,-0.356848105,0.027899911,1.037441867,-0.947473702,0.864310693,-0.773495287,0.368685971,-0.159696699,0.010142637,0.813088352,-0.920760845,0.756336599,-0.678532287,0.327973691,-0.330784595,0.011163993,0.5208181,-0.651282724,0.787975767,-0.608887687,0.133012108,-0.273819078,0.006576556,0.55243527,-0.433161304,0.560422933,-0.395617776,0.338283654,-0.354561928,0.004787112,0.295294577,-0.6716385,0.601209829,-0.479354747,0.238755525,-0.505615759,0.011802631,0.301368204,-0.584337549,0.772455749,-0.30459424,0.149087287,-0.217605413,0.008698405,-32.98928683,9.49802407,-0.40497104,-17.22410711,-32.39931144,9.63798928,-6.6285655,-23.29698035
39.75,1.106562472,-1.047915171,0.752604269,-0.951601572,0.596369513,-0.322766879,0.012829741,1.354701711,-1.302802913,1.031956423,-0.990797644,0.640740094,-0.325084022,0.016757905,0.691360144,-0.735648879,0.439990182,-0.526818122,0.330176047,-0.326784372,0.017813091,1.096691665,-1.144859169,1.014802535,-0.862028436,0.44862362,-0.281560683,0.009834831,1.68466847,-1.497442465,0.89768957,-0.797306602,0.624207102,-0.343152842,0.066799893,5.152850716,-11.4891301,14.21717781,-10.31465803,4.162024316,-0.729521659,0.003137028,1.166351198,-1.589669887,1.396404001,-1.180824533,0.643414782,-0.336341784,0.036846123,0.724111887,-0.951620976,0.700411043,-0.721042249,0.441746878,-0.406377157,0.027980505,0.789890145,-0.808675106,0.699893298,-0.659720558,0.259569771,-0.124407228,0.009097713,0.796297809,-0.77587,0.589459911,-0.60483082,0.359229015,-0.379093948,0.012547246,0.394876295,-0.505250417,0.598025534,-0.470147823,0.117615389,-0.227245596,0.005520544,0.631637823,-0.551547286,0.500500918,-0.434605477,0.177110478,-0.164157184,0.00533547,0.35634318,-0.553944591,0.541207687,-0.387563465,0.165152359,-0.198150174,0.008814841,0.212411109,-0.674155326,0.64452016,-0.451090249,0.170393581,-0.307431122,0.009557509,-36.20794056,8.14589424,-2.45595346,-13.93055848,-35.4242636,8.42254896,-7.35660862,-18.22613897
39.8,1.029539243,-0.985311465,0.66043282,-0.845743468,0.534785025,-0.439602278,0.012110785,1.352132638,-1.207476331,0.842223295,-0.912487118,0.680295642,-0.360975018,0.019112372,1.177800994,-1.080930605,0.69741768,-0.577376489,0.476863328,-0.362696433,0.02234073,0.893968181,-0.805968504,0.897356345,-0.679475832,0.304396202,-0.305482436,0.011044306,1.692772587,-1.420818534,0.856550066,-0.959550242,0.86315034,-0.432312192,0.073859865,5.266229809,-11.989387,15.13873565,-11.20487939,4.614526135,-0.826507869,0.004094281,0.957120801,-1.320880873,1.291346904,-1.014155959,0.555480233,-0.346894777,0.037454503,0.732991893,-0.979217583,0.737997467,-0.743844571,0.33215454,-0.452685513,0.030995756,0.638864016,-1.081233305,0.657611701,-0.804069086,0.396726951,-0.304394122,0.009325981,0.827893326,-0.962559334,0.811167567,-0.799408967,0.470597123,-0.476430671,0.016957439,0.525478766,-0.562542955,0.572331382,-0.535693902,0.306871411,-0.18521888,0.005740206,0.674384356,-0.680413188,0.525171098,-0.49282912,0.127493325,-0.19054978,0.005425838,0.374131214,-0.452939002,0.597546502,-0.379383913,0.127234672,-0.313817905,0.009099743,0.323775723,-0.695690873,0.583740507,-0.531291127,0.133274023,-0.270118722,0.010316001,-40.56896743,7.33720851,0.27180146,-8.99070101,-39.43015208,7.57293813,-5.76773818,-14.77614383
