Time,DEMG1_AR1,DEMG1_AR2,DEMG1_AR3,DEMG1_AR4,DEMG1_AR5,DEMG1_AR6,DEMG1_RMS,DEMG3_AR1,DEMG3_AR2,DEMG3_AR3,DEMG3_AR4,DEMG3_AR5,DEMG3_AR6,DEMG3_RMS,DEMG5_AR1,DEMG5_AR2,DEMG5_AR3,DEMG5_AR4,DEMG5_AR5,DEMG5_AR6,DEMG5_RMS,DEMG7_AR1,DEMG7_AR2,DEMG7_AR3,DEMG7_AR4,DEMG7_AR5,DEMG7_AR6,DEMG7_RMS,DEMG9_AR1,DEMG9_AR2,DEMG9_AR3,DEMG9_AR4,DEMG9_AR5,DEMG9_AR6,DEMG9_RMS,DEMG11_AR1,DEMG11_AR2,DEMG11_AR3,DEMG11_AR4,DEMG11_AR5,DEMG11_AR6,DEMG11_RMS,DEMG13_AR1,DEMG13_AR2,DEMG13_AR3,DEMG13_AR4,DEMG13_AR5,DEMG13_AR6,DEMG13_RMS,knee_angle_l,ankle_angle_l,knee_angle_l_moment,ankle_angle_l_moment
0.5,0.642131588,-0.744508615,0.533011522,-0.558626902,0.321742747,-0.27806276,0.006685456,0.696145931,-0.861327767,0.620598164,-0.614695813,0.340305079,-0.36433942,0.008338743,1.492789986,-1.457026261,1.090038332,-1.12774956,0.786490899,-0.387285079,0.028049334,0.619178498,-0.962813998,0.52743943,-0.755246603,0.412527467,-0.344687624,0.019505491,0.576194568,-0.774309828,0.724492132,-0.541603156,0.399806288,-0.270832942,0.005249396,0.777365678,-0.98932328,0.848034697,-0.727549645,0.294360189,-0.205179182,0.008755338,0.486205796,-0.809474758,0.545474473,-0.531763794,0.242935941,-0.254301759,0.010793675,-25.17311602,16.82928621,-8.39946304,-42.26719498
0.55,0.953030115,-0.80322391,0.727195479,-0.794445966,0.458874511,-0.315146135,0.008966957,0.709950436,-0.962883396,0.729349348,-0.745943689,0.415664955,-0.410339451,0.00929474,1.718284718,-1.567722355,1.085675871,-1.171245365,0.93190113,-0.435665791,0.043900056,0.65655561,-0.80759412,0.595024809,-0.635559834,0.352638558,-0.273441291,0.020791314,0.533406187,-0.736702345,0.726204378,-0.47388106,0.324068733,-0.225850196,0.006037763,0.5585451,-0.83493416,0.714494249,-0.649990708,0.249241143,-0.300558502,0.008143038,0.325435745,-0.885621871,0.350660558,-0.667913245,0.233982124,-0.356509257,0.016107649,-27.44268444,17.12352789,-7.96149377,-36.27901246
0.6,1.001241914,-0.781185489,0.510919373,-0.733608991,0.45489051,-0.207919211,0.012420471,0.74920753,-0.900742931,0.91634946,-0.696913525,0.447635379,-0.383817506,0.008268708,1.967614259,-2.216835622,1.72925885,-1.27911212,0.823218223,-0.388552114,0.08841806,0.680616379,-0.867451296,0.558819023,-0.662881883,0.35261929,-0.369329952,0.024332072,0.394802215,-0.668167342,0.482789351,-0.474060784,0.3346759,-0.257672834,0.005554871,0.295475694,-0.625339923,0.481121956,-0.455797654,0.119774298,-0.292651727,0.007905975,0.333069434,-0.822139038,0.375817975,-0.638954939,0.262025227,-0.326464383,0.015728151,-31.60688552,17.44548132,-2.67651705,-24.82963391
0.65,1.129259578,-0.930677541,0.570807771,-0.706267305,0.508542197,-0.422045804,0.018463982,0.651447785,-0.647150719,0.770724564,-0.562980675,0.330547617,-0.369795218,0.006615597,1.838420381,-1.996269794,1.588096722,-1.318100816,0.910972923,-0.421028422,0.134002336,0.584012125,-0.912862251,0.511557564,-0.689219014,0.364940823,-0.408294891,0.024783337,0.722562173,-0.717265483,0.529859471,-0.499454317,0.497736412,-0.519517463,0.007663347,0.495642461,-0.523364388,0.641867424,-0.423776184,0.15598861,-0.184496098,0.009190573,0.781811608,-1.24378783,0.785054264,-0.845005317,0.425959767,-0.262668169,0.017967936,-37.83688564,18.2903128,-1.59722792,-15.12656223
0.7,1.275303662,-1.189422956,0.983851548,-0.948272268,0.622488855,-0.323714053,0.02470332,0.673042387,-0.967658323,0.754631606,-0.771856398,0.427640879,-0.359286801,0.005375524,1.69917895,-1.776869764,1.327202051,-1.22930794,0.853970782,-0.420260312,0.181515403,0.576529711,-1.069123332,0.591774544,-0.847598772,0.323215144,-0.32196212,0.020785028,0.928823902,-0.942859252,0.695998533,-0.699260648,0.663976298,-0.568550702,0.010488871,0.749843084,-0.733493299,0.741220346,-0.554936432,0.242920292,-0.101576772,0.009010975,0.865657234,-1.295193757,0.935512418,-0.905391976,0.503063494,-0.257785296,0.019390714,-46.11055913,20.34220037,2.42626194,-15.32902228
0.75,1.077087284,-0.986920638,0.830740854,-0.839727834,0.444653331,-0.301747088,0.036564921,0.982073691,-1.210392683,0.90902219,-0.942570649,0.495872235,-0.285724397,0.024651066,1.325249132,-1.366464846,1.212418392,-1.473337894,0.956544937,-0.494108259,0.284884249,0.638146637,-0.927810162,0.625881823,-0.844489471,0.487114471,-0.384930733,0.031382313,0.837834131,-0.99807939,0.745288589,-0.623062236,0.462888614,-0.438523899,0.012236075,0.67538299,-1.027191505,0.814354214,-0.751930138,0.353644214,-0.209175055,0.007247573,0.875659018,-0.991591961,0.867291184,-0.959309554,0.368233571,-0.342402995,0.01209167,-56.72474144,24.04026956,13.83564359,-17.1150487
0.8,1.358482853,-1.351266019,1.074227735,-1.145588393,0.855622492,-0.443063942,0.067255912,0.970889191,-1.145015592,0.828154025,-0.861645433,0.445842731,-0.225436339,0.028717485,1.299741393,-1.237728899,0.961394055,-1.046263334,0.682371137,-0.360872533,0.337515449,0.645369343,-1.052357586,0.816155879,-0.861545757,0.478074494,-0.448352153,0.046446389,0.985761865,-1.106351157,0.951944802,-0.733226296,0.455032058,-0.407026258,0.012381491,1.171090925,-1.278434193,1.312124956,-1.05617269,0.571236648,-0.382988221,0.020149704,1.131095851,-1.411412592,1.192182164,-1.192515094,0.757744122,-0.537760107,0.036357256,-68.98158359,28.25577902,23.84121905,-20.2879627
0.85,1.3141854,-1.302736914,0.998722441,-1.05021752,0.763890995,-0.34939406,0.078727144,0.825527669,-0.877720836,0.668638781,-0.656467355,0.389027495,-0.110362254,0.011578771,1.990105226,-2.415902218,1.945617857,-1.332460286,0.701695501,-0.288801362,0.350619454,0.577663479,-1.070918482,0.704586347,-0.805665952,0.398024342,-0.379280644,0.072840896,0.85063202,-0.888903,0.725685979,-0.680984592,0.352627224,-0.26686914,0.014451138,1.041784132,-1.072457874,1.134518833,-0.914047721,0.4911457,-0.380908757,0.022764126,1.109839517,-1.366379747,1.122713874,-1.039302573,0.634416997,-0.433124007,0.041419766,-81.36540271,32.32635104,40.34314287,-23.88567146
0.9,1.328277076,-1.310943877,1.071117899,-1.068075446,0.722329852,-0.357875217,0.071509417,1.094192269,-1.107000341,1.16236921,-0.987719284,0.540067848,-0.460575847,0.019834854,2.087477254,-2.6772466,2.289084808,-1.546949627,0.703850816,-0.230475919,0.357548506,0.711362992,-1.246360289,0.814615713,-0.953996639,0.412542953,-0.422018964,0.078852699,0.624799799,-0.870702788,0.567963436,-0.634190161,0.232532355,-0.203124094,0.012950787,0.676888326,-0.937462806,0.893207698,-0.714324488,0.412573271,-0.393283972,0.014552272,0.741927182,-1.179695023,0.721522106,-0.794807205,0.299294826,-0.218780917,0.025201209,-93.06721819,36.28872045,55.42354466,-28.57143817
0.95,1.321362552,-1.467965312,1.327775632,-1.232526647,0.699310116,-0.367268253,0.075041454,1.017265516,-0.964957091,1.048041138,-0.839350481,0.453423102,-0.446394887,0.021919957,1.895614745,-2.301404631,1.820414823,-1.249942114,0.575313957,-0.252222241,0.38509227,0.615207692,-1.094552523,0.700681382,-0.865503472,0.355046165,-0.367484527,0.063282287,1.135301511,-1.276357266,1.071847994,-0.917646812,0.364378431,-0.290488904,0.01782193,1.074561698,-0.873649032,0.679091581,-0.787782391,0.747270069,-0.507313842,0.023426519,1.43416714,-1.727302849,1.313593039,-0.96384705,0.493609845,-0.217917095,0.057765848,-103.5797021,39.66651637,64.95110437,-33.27466946
1,1.263373512,-1.373965966,1.265133374,-1.114747094,0.612886729,-0.337430413,0.084905087,0.751480176,-0.446603137,0.724390735,-0.410491929,0.308846696,-0.408004772,0.011661932,1.783726286,-2.079171727,1.580649778,-1.138507223,0.605870716,-0.300294515,0.371616335,0.494263223,-1.103123737,0.570309829,-0.890858317,0.306075105,-0.407101744,0.055298386,0.757939323,-1.056612993,0.945829547,-0.979585253,0.482473207,-0.451663669,0.038256251,0.982096481,-1.002264326,0.807392385,-0.622159021,0.235370612,-0.270676418,0.035714583,1.133101606,-1.244886029,0.916517841,-0.759750265,0.403872515,-0.219332095,0.084097415,-112.5534188,42.29581527,76.80276254,-40.83748169
1.05,1.509158461,-1.720093651,1.647444941,-1.294958091,0.815364692,-0.404797823,0.083924844,1.064933479,-0.767967287,0.820026762,-0.546264205,0.327208905,-0.25913765,0.011430214,1.840423249,-2.239444167,1.843383076,-1.482361146,0.899421272,-0.488301803,0.397866054,0.540884256,-0.805025962,0.538458308,-0.533032216,0.42907343,-0.270429332,0.03132276,0.938386834,-1.163056371,0.993314081,-0.945548687,0.644888929,-0.40772144,0.038845942,0.988620834,-1.121524482,1.103319722,-0.854521297,0.451697462,-0.359091582,0.040229233,1.083296217,-1.207275163,0.907761623,-0.810336693,0.539359032,-0.316213306,0.098854027,-119.5391801,44.31848956,81.44254239,-47.37741215
1.1,1.305818105,-1.289190551,0.909883611,-0.61407846,0.371572742,-0.200111594,0.089587151,1.06080245,-0.961322903,1.058420407,-0.767633799,0.43618568,-0.353568766,0.01294385,1.873922071,-2.506750838,2.228588606,-1.744466067,0.942900246,-0.454667326,0.416252814,0.84176183,-0.715276267,0.825639196,-0.692101394,0.64908069,-0.465159401,0.015354889,0.923811916,-1.187954173,0.951571262,-0.929205307,0.387463751,-0.328793982,0.130672365,1.306806087,-1.528025003,1.449652181,-1.213019462,0.652531875,-0.39288579,0.061418612,1.03832213,-1.24005948,0.956403196,-0.756297001,0.490006388,-0.271973306,0.11021744,-124.3534996,45.66532181,82.84063557,-51.38861237
1.15,1.239887643,-1.280530497,0.876047626,-0.683030945,0.371806191,-0.199197679,0.090350274,0.982590898,-0.88798623,1.045164052,-0.729259043,0.445711414,-0.382599734,0.012800064,1.683435768,-2.109126416,1.685183851,-1.155614068,0.504206333,-0.225562254,0.324975724,0.887575989,-0.808462684,0.96532652,-0.678957295,0.45276241,-0.479585691,0.009777894,0.865794037,-1.088975447,0.840829621,-0.861067095,0.409518252,-0.36533895,0.157005799,1.325686539,-1.543699555,1.416488968,-1.132058943,0.551719333,-0.346964166,0.066722104,0.82813712,-1.01246132,0.832117468,-0.679352915,0.437300893,-0.299104171,0.095981669,-126.9432131,46.35591559,82.92898784,-58.28414823
1.2,1.324790758,-1.416631477,1.303477265,-0.970930737,0.469121248,-0.251975514,0.058436462,1.218806654,-1.200895228,1.224153977,-0.923134387,0.48108417,-0.281778199,0.012269373,1.844554668,-2.296709455,1.973234523,-1.576013951,0.889082884,-0.420431168,0.266614241,0.704058954,-0.747821193,0.586130738,-0.53276995,0.43546122,-0.464869232,0.008448519,0.886551347,-0.889673869,0.669971214,-0.380685654,0.378974925,-0.190794508,0.054721987,0.83349251,-0.989536975,0.878172498,-0.73146863,0.476914917,-0.388613994,0.042053676,0.709898113,-0.822134322,0.748919635,-0.645043489,0.27878692,-0.177643347,0.080123921,-127.2441593,46.55524813,81.3734327,-64.91714682
