Time,DEMG1_AR1,DEMG1_AR2,DEMG1_AR3,DEMG1_AR4,DEMG1_AR5,DEMG1_AR6,DEMG1_RMS,DEMG3_AR1,DEMG3_AR2,DEMG3_AR3,DEMG3_AR4,DEMG3_AR5,DEMG3_AR6,DEMG3_RMS,DEMG5_AR1,DEMG5_AR2,DEMG5_AR3,DEMG5_AR4,DEMG5_AR5,DEMG5_AR6,DEMG5_RMS,DEMG7_AR1,DEMG7_AR2,DEMG7_AR3,DEMG7_AR4,DEMG7_AR5,DEMG7_AR6,DEMG7_RMS,DEMG9_AR1,DEMG9_AR2,DEMG9_AR3,DEMG9_AR4,DEMG9_AR5,DEMG9_AR6,DEMG9_RMS,DEMG11_AR1,DEMG11_AR2,DEMG11_AR3,DEMG11_AR4,DEMG11_AR5,DEMG11_AR6,DEMG11_RMS,DEMG13_AR1,DEMG13_AR2,DEMG13_AR3,DEMG13_AR4,DEMG13_AR5,DEMG13_AR6,DEMG13_RMS,knee_angle_l,ankle_angle_l,knee_angle_l_moment,ankle_angle_l_moment
30.8,0.462850851,-0.76622034,0.388338244,-0.654173878,0.331537147,-0.317905762,0.005490746,1.138690001,-0.883138713,0.552099399,-0.633732338,0.419192457,-0.200322801,0.019605946,0.352985833,-0.634925919,0.526637316,-0.567234416,0.279853323,-0.535941672,0.004776045,0.63283868,-0.732794735,0.97286825,-0.605900303,0.438471451,-0.438461966,0.00513656,0.482698858,-0.692802056,0.643185762,-0.477781282,0.477953689,-0.36954322,0.005657138,0.491954123,-0.724508336,0.40544332,-0.460025355,0.043905888,-0.113175942,0.007443051,0.582184587,-0.863586539,0.806812916,-0.629071984,0.343059692,-0.249050613,0.00848455,-92.20815451,5.53873651,-1.92322701,-4.18127276
30.85,1.306257638,-1.406051918,1.302454979,-1.102387349,0.669576451,-0.412712051,0.010456532,1.083554705,-0.828197437,0.60605391,-0.731583837,0.42803911,-0.22597442,0.014845295,0.532391106,-0.790095332,0.606870044,-0.722008657,0.36748277,-0.413887516,0.004939734,0.512815862,-0.522675124,0.854706605,-0.51226206,0.378123429,-0.414016263,0.005224787,0.524744582,-0.69421871,0.609161272,-0.512588615,0.411678124,-0.382978961,0.005743044,0.338206078,-0.54147905,0.461053742,-0.358378834,-0.056927863,-0.113216886,0.006405563,0.4537376,-0.817681473,0.721767133,-0.61948473,0.270039167,-0.342083668,0.009056907,-92.82711452,5.33743264,-2.46823062,-3.22557687
30.9,1.106419797,-1.00033272,0.909023441,-0.896853875,0.621090623,-0.457866286,0.010635374,0.396174058,-0.542076397,0.733265641,-0.381694753,0.435871294,-0.317961413,0.005111484,0.327685938,-0.681009056,0.421248668,-0.634034329,0.250429257,-0.283744993,0.004674952,0.574611288,-0.423620085,0.582246526,-0.537355522,0.473391514,-0.355207164,0.005018678,0.430958558,-0.599326476,0.44208368,-0.467838435,0.439780142,-0.359866012,0.004682791,0.257821618,-0.527798377,0.65007815,-0.228018558,0.025747597,-0.153818547,0.0068845,0.30855687,-0.584622528,0.671017844,-0.373037528,0.180530386,-0.36234252,0.008865375,-93.44158803,5.16129215,-2.43408986,-2.41265387
30.95,0.809797344,-0.768066703,0.609050708,-0.72542538,0.485637323,-0.456343658,0.006999574,0.149982719,-0.721368435,0.41804062,-0.510942852,0.165806464,-0.347206124,0.004289162,0.239645768,-0.674208922,0.401625886,-0.525528733,0.258216103,-0.325933329,0.004349329,0.585462534,-0.517444712,0.784902812,-0.500824987,0.400541561,-0.38952016,0.005225254,0.370240609,-0.477369306,0.44466338,-0.460483865,0.393414185,-0.227986828,0.004337001,0.459485745,-0.665035687,0.730680662,-0.398127337,0.100104504,-0.096280759,0.006697935,0.232339855,-0.425972284,0.638526333,-0.21933978,0.147599067,-0.405607025,0.008262784,-93.58861032,4.81477306,-2.3343543,-1.88953033
31,0.765968409,-0.674266425,0.44474154,-0.604316266,0.414110821,-0.356232677,0.007666505,0.197971575,-0.772984196,0.46710388,-0.599657598,0.084602435,-0.302602927,0.004168081,0.544291256,-0.669490239,0.54040183,-0.503067569,0.371188814,-0.354455369,0.004246989,0.605675415,-0.506341724,0.822214294,-0.466769891,0.402421126,-0.419653082,0.005096537,0.555923659,-0.501442516,0.527826042,-0.490239894,0.380054065,-0.323903481,0.004489365,0.540960702,-0.758926053,0.737588845,-0.541493303,0.142527542,-0.138232684,0.006658451,0.229486689,-0.635165562,0.603270198,-0.355574834,0.195449364,-0.30732166,0.008153198,-93.34264314,4.38305945,-2.05725083,-1.63706722
31.05,0.7889887,-0.764854787,0.55101433,-0.734315454,0.348088388,-0.289412905,0.008177738,0.304668882,-0.67010126,0.366111821,-0.534092519,0.141083507,-0.111999512,0.003641158,0.504625469,-0.772097988,0.662376123,-0.511108669,0.422430803,-0.195463548,0.004715581,0.608657961,-0.374573818,0.64489975,-0.434834714,0.402021361,-0.382562452,0.004667196,0.540418526,-0.535060847,0.487844911,-0.422612762,0.241216345,-0.282409189,0.004241324,0.645816508,-0.821585144,0.816672079,-0.629484566,0.240462306,-0.118419197,0.006194029,0.272854453,-0.719113173,0.641996358,-0.284238085,0.235347259,-0.231370542,0.007710561,-92.94058064,3.95933216,-1.29147938,-1.39794935
31.1,0.768491414,-0.862302086,0.688202882,-0.792344088,0.439668477,-0.478890264,0.007379317,0.077493893,-0.669437011,0.287623678,-0.48239414,0.198195169,-0.22198542,0.003814621,0.300256172,-0.799158517,0.515090407,-0.430774425,0.387918906,-0.173825346,0.005127696,0.64914569,-0.693046998,0.822971297,-0.600853893,0.508877523,-0.408478778,0.004947863,0.557612329,-0.542748314,0.545447063,-0.411561753,0.182695748,-0.223428743,0.004043027,0.571094937,-0.861453415,0.928291718,-0.564713867,0.316893347,-0.172314772,0.005754078,0.232024342,-0.696212609,0.444873672,-0.514640729,0.051523805,-0.293161056,0.008252442,-92.56172052,3.55102354,-0.49426883,-1.02721055
31.15,0.844309204,-0.861391252,0.802567093,-0.780868427,0.529338251,-0.454828598,0.007355705,0.067920942,-0.637951923,0.244604331,-0.518068781,0.11590365,-0.275584496,0.004187436,0.25938516,-0.773931723,0.465691525,-0.545043531,0.2115406,-0.280641244,0.004799927,0.556611159,-0.652481515,0.847006489,-0.495365762,0.464639257,-0.43244167,0.005230206,0.594193753,-0.676788778,0.74769582,-0.562729549,0.36098779,-0.304709438,0.004521742,0.547841501,-0.773109938,0.939047422,-0.510758605,0.216923722,-0.223212799,0.005416417,0.276839886,-0.57188714,0.412547672,-0.511264166,0.072398007,-0.174765903,0.007811499,-92.33716145,3.37348766,-0.23899632,-0.87976457
31.2,0.771805224,-0.714535809,0.729942345,-0.793354882,0.49595646,-0.43989731,0.00840276,0.213641161,-0.660826232,0.287942232,-0.460458931,0.191043205,-0.247521599,0.00401168,0.348190602,-0.854704318,0.486240954,-0.565885865,0.105762364,-0.184691325,0.004848145,0.605671155,-0.573021575,0.965987253,-0.476561253,0.4726991,-0.599433065,0.005460832,0.479947569,-0.523000983,0.682847315,-0.439093566,0.279527454,-0.251675122,0.004350626,0.629379641,-0.837204965,0.983531955,-0.505862846,0.257392054,-0.187623568,0.005459761,0.381641105,-0.840319472,0.698274103,-0.546571467,0.241623065,-0.213954642,0.008149568,-92.14443025,3.24180257,0.14058246,-0.78577166
31.25,0.760127799,-0.667320527,0.640175075,-0.742366082,0.494399719,-0.450806546,0.008805524,0.283290979,-0.812471079,0.441206354,-0.47582824,0.187730391,-0.249009683,0.003787246,0.397304023,-0.77171551,0.508457365,-0.557172715,0.155425663,-0.322871537,0.004799328,0.615972531,-0.604660833,0.850213688,-0.386656761,0.397409746,-0.470268681,0.005404903,0.524638878,-0.496691631,0.582218488,-0.395466931,0.271190107,-0.214438841,0.004065814,0.43480556,-0.665401632,0.87308984,-0.38755676,0.235683268,-0.225402729,0.00583061,0.530512116,-0.844273391,0.860364431,-0.583586014,0.358598404,-0.241036795,0.009026728,-91.98905311,3.13045108,0.20010975,-0.77373449
31.3,0.799202456,-0.692713102,0.592794538,-0.649107581,0.395512788,-0.297302269,0.007081839,0.394056406,-0.810753323,0.586909773,-0.567576721,0.199536639,-0.227697577,0.004447285,0.399201213,-0.707615547,0.530723955,-0.643510255,0.386634426,-0.487940259,0.004515606,0.522111226,-0.494031039,0.710032372,-0.243070973,0.226712481,-0.33728604,0.004775347,0.504568453,-0.50634575,0.585444657,-0.543714694,0.308810359,-0.339103716,0.004372983,0.291875371,-0.63140381,0.596242276,-0.316227205,0.112753249,-0.052953273,0.006213224,0.539996962,-0.646626281,0.743248596,-0.499638573,0.230439888,-0.234144448,0.009534561,-91.87373578,3.05072216,0.28187879,-0.79380229
31.35,0.742965895,-0.737033503,0.619522291,-0.551869027,0.314479495,-0.26919584,0.005710617,0.195335682,-0.527510039,0.47659825,-0.413077356,0.170372682,-0.295073355,0.004837576,0.232171767,-0.65032325,0.458082384,-0.537508355,0.212411902,-0.49289913,0.004688181,0.5944448,-0.453017401,0.798315034,-0.424138992,0.252569289,-0.43141119,0.004565901,0.461967271,-0.568712383,0.505094309,-0.564361866,0.35091072,-0.418105826,0.00481908,0.291147544,-0.627188349,0.443230881,-0.419553656,-0.02892869,-0.089592242,0.008893397,0.484028253,-0.741940783,0.612240324,-0.66509305,0.1232509,-0.21957215,0.009974481,-91.79072794,3.03821361,0.53176803,-0.7728103
31.4,0.630974835,-0.642080072,0.696021791,-0.54935951,0.37052678,-0.306448185,0.004960697,0.042653082,-0.483419166,0.423212024,-0.431324976,0.139916296,-0.31610425,0.004414444,0.205701128,-0.561706298,0.37664324,-0.510292052,0.154257665,-0.466850112,0.004530646,0.550815331,-0.659526857,0.671560641,-0.46506796,0.382731168,-0.336227732,0.005431264,0.52097972,-0.788747622,0.518616216,-0.565785012,0.397225685,-0.442860455,0.005616346,0.321015248,-0.767518801,0.4576186,-0.700221401,0.204174647,-0.481068793,0.015894724,0.348613751,-0.855878937,0.450100636,-0.677663193,0.234131166,-0.375777303,0.011608072,-91.70779456,3.01373647,0.82892028,-0.71462624
31.45,0.613359123,-0.438119607,0.482664668,-0.434412162,0.397379798,-0.336500159,0.004726988,0.161829425,-0.814545464,0.395666039,-0.608995324,0.181493572,-0.33206881,0.003786462,0.089847994,-0.664222985,0.287802192,-0.494097974,0.22772211,-0.464695061,0.004884955,0.554182652,-0.871170172,0.759962051,-0.693226372,0.515474745,-0.302756279,0.009416512,0.563112266,-0.923429722,0.720899698,-0.694530564,0.543155804,-0.354282798,0.005709866,0.195545438,-0.637464013,0.281329572,-0.628907484,0.227083008,-0.434139639,0.019653324,0.392340494,-0.79260957,0.520805849,-0.674772951,0.281395782,-0.343470294,0.01125299,-91.66055258,3.00170905,1.25048419,-0.64828968
31.5,0.449661202,-0.542780554,0.635576951,-0.365433848,0.205347778,-0.317469204,0.004922504,0.141607574,-0.786451937,0.442047439,-0.538195011,0.150318831,-0.413053823,0.003800153,0.399573448,-0.736777638,0.576760874,-0.566686398,0.361199525,-0.410331848,0.00509142,0.927461982,-1.081464336,0.9310977,-0.839365925,0.463267587,-0.310303949,0.023949841,0.580887898,-0.64926104,0.71430246,-0.611318141,0.440614982,-0.173164111,0.004757496,0.027587714,-0.67777926,0.183601026,-0.632569739,0.17293908,-0.382230361,0.017517871,0.372837917,-0.690121223,0.459375522,-0.673807195,0.294430948,-0.349456988,0.008932115,-91.62235528,3.00179626,0.45486669,-0.82594721
31.55,0.751842239,-0.794653989,0.670917155,-0.660893523,0.264441908,-0.478984506,0.007632772,0.142847019,-0.693686446,0.475970509,-0.519921392,0.165949392,-0.413507814,0.003847148,1.411968648,-1.521396714,1.057324109,-1.091694107,0.735931294,-0.636957767,0.044757113,0.841591628,-0.945758956,0.833849001,-0.862533983,0.590172046,-0.398023836,0.031562291,0.732529126,-1.06044407,0.770305701,-0.922188637,0.480661401,-0.277904277,0.007099728,0.205238646,-0.713860127,0.189886469,-0.529744926,0.104237025,-0.262326835,0.011466788,0.349667618,-0.58510256,0.580883015,-0.392798275,0.401158166,-0.249045375,0.007515458,-91.6060533,3.0499525,-0.70889973,-1.26204972
31.6,0.969440944,-0.928951706,0.746182284,-0.774749556,0.33855489,-0.364472532,0.014324117,0.258173131,-0.706893079,0.442170491,-0.468097219,0.169532259,-0.219297191,0.00379757,2.117121237,-2.713258086,2.376437035,-1.956875723,1.238114939,-0.571514219,0.224093137,0.646470175,-0.85624148,0.676880532,-0.56133106,0.31489205,-0.260093311,0.035610044,0.991119283,-1.174872439,0.988196922,-0.970312238,0.606485374,-0.503546651,0.01474212,0.605345864,-0.580727234,0.709885535,-0.586514876,0.208431972,-0.381269463,0.007791983,0.934812546,-0.927376964,1.117199768,-0.710382328,0.444416392,-0.382500606,0.009479097,-91.67960437,3.13067467,-2.2635066,-1.78282094
31.65,1.02017304,-0.97908344,0.686504254,-0.722547462,0.371816687,-0.288213736,0.018148916,0.201641305,-0.767450502,0.363599883,-0.414305768,0.189351834,-0.220269325,0.004274871,1.85596118,-2.155398971,1.597951069,-1.175935974,0.671974703,-0.36737319,0.290625917,0.731923321,-0.944966738,0.725530042,-0.673448583,0.355153498,-0.294125993,0.04011559,1.215061667,-1.436745653,1.106706994,-0.939466533,0.547135729,-0.344333394,0.026342071,0.768926342,-0.499179496,0.611129056,-0.579050763,0.167327002,-0.205853759,0.010943212,0.784834138,-0.648206212,0.814119791,-0.523707811,0.205286229,-0.277073863,0.012846293,-91.93006883,3.31334283,-7.16898011,-2.96867694
31.7,1.153937469,-1.278108987,1.015436241,-0.993404128,0.684432142,-0.329528324,0.019374104,0.624021039,-0.882922827,0.492863429,-0.798753991,0.18032597,-0.460345828,0.007633918,1.910008139,-2.330824727,1.922319037,-1.373624648,0.676775918,-0.256131179,0.316705632,0.755761585,-0.870352974,0.705223951,-0.639980848,0.291986226,-0.180390685,0.039816021,1.18258526,-1.522979835,1.209570527,-1.2562747,0.776164284,-0.474858772,0.031702534,0.675809855,-0.417579367,0.452580728,-0.453341654,0.101021286,-0.208209095,0.010199443,0.755992378,-0.521993677,0.649810844,-0.509895597,0.279864376,-0.250404328,0.013308117,-92.37668692,3.93652187,-14.2736295,-3.97960637
31.75,1.197899151,-1.30118054,1.091406744,-1.124455141,0.765354182,-0.419487944,0.018701336,0.830503197,-0.955125901,0.649186427,-0.812523499,0.385870575,-0.460890686,0.010567014,1.866620583,-2.22819299,1.877414163,-1.482911067,0.832880356,-0.343137534,0.344378185,0.739756872,-0.989804327,0.829599993,-0.619092788,0.32568235,-0.1304253,0.038062322,0.999880715,-1.475423311,1.099727162,-1.213777167,0.628999953,-0.535784736,0.029796689,0.707833111,-0.653049762,0.721887998,-0.595711165,0.248501541,-0.352459214,0.008166354,0.679560609,-0.464387612,0.745656227,-0.499456354,0.201372736,-0.312446685,0.011460971,-92.82395766,5.03746361,-16.25927758,-4.17506643
31.8,1.385601125,-1.273417926,1.108641877,-0.987127408,0.542252087,-0.272516475,0.018320998,1.034440052,-1.21641705,1.015326028,-0.87955595,0.471188851,-0.375072294,0.014108549,1.682435422,-1.932592503,1.476382362,-1.158037544,0.652365667,-0.3806596,0.298843532,0.714866902,-0.934251329,0.722966882,-0.768177085,0.364356168,-0.40182019,0.043141362,1.012613334,-1.380574674,1.189856582,-0.968388277,0.47621365,-0.443978255,0.022616865,0.509883795,-0.614631242,0.632374963,-0.413256819,0.097661278,-0.284135736,0.007825786,0.507095033,-0.601268743,0.72894315,-0.496746669,0.143186055,-0.247622952,0.009670775,-93.03086911,6.60997791,-0.372357461,-4.74503008
31.85,1.356813237,-1.340861201,1.105164661,-0.838379182,0.391768919,-0.169271951,0.015757291,1.025923773,-1.201079964,0.971469436,-0.87300609,0.405778964,-0.354960349,0.016857146,1.738022213,-2.14823332,1.689095955,-1.244018739,0.654026032,-0.33140207,0.307131931,0.68549463,-0.860287182,0.604794937,-0.767938297,0.388079036,-0.490785065,0.042775545,0.753743394,-0.979995268,0.911902189,-0.733182078,0.555994057,-0.472964878,0.011809138,0.449965721,-0.489635279,0.632263276,-0.355225495,-0.007491056,-0.251360921,0.007680758,0.375157486,-0.630769224,0.533941938,-0.467366263,0.15601224,-0.241283837,0.008747179,-93.24382865,8.74774782,20.93259552,-3.59339217
31.9,1.157312348,-1.150924559,0.86415799,-0.811758485,0.44840478,-0.245809754,0.015604947,1.079025644,-1.26165728,0.976304501,-0.897334307,0.451655208,-0.333039676,0.019946988,1.889867559,-2.346679764,1.873953402,-1.336732214,0.681857731,-0.276596805,0.312666282,0.68542912,-1.07120549,0.646383069,-0.941963394,0.493312757,-0.502359112,0.032913474,1.007146395,-1.219473504,0.902044394,-0.962594976,0.561193292,-0.401407981,0.013122477,0.560022766,-0.587098286,0.691919129,-0.459185641,0.045811663,-0.179986512,0.007279988,0.381155436,-0.589486094,0.505318985,-0.464010821,0.134033097,-0.325631181,0.009319181,-93.98610989,11.732201,31.24847148,-3.3532457
31.95,1.226060512,-1.218050566,1.046492886,-1.091431826,0.792449229,-0.421348514,0.015376018,1.287366855,-1.115240596,0.917860728,-0.859163013,0.558757634,-0.344473942,0.027168391,2.12566969,-3.00066993,2.921177005,-2.457426489,1.420324513,-0.515003411,0.283802838,0.566735483,-0.913213496,0.431485187,-0.747902601,0.245330206,-0.330397203,0.025188583,1.151171682,-1.28041332,1.013327071,-1.033485491,0.631057962,-0.340502523,0.012308327,0.54416007,-0.922617991,0.593739937,-0.616048672,0.128254576,-0.236922427,0.007892998,0.35872423,-0.671324149,0.384811902,-0.501208304,0.14337696,-0.414900793,0.010761101,-94.17552973,14.97709405,38.38627408,-3.60586142
32,1.111145462,-0.989347832,0.935661361,-1.023936165,0.692953881,-0.408523518,0.012112456,1.361544309,-1.178015848,0.995088617,-0.927180593,0.582817629,-0.322375839,0.028954816,1.696673229,-2.067087855,1.62131491,-1.308913588,0.735447995,-0.369104248,0.242028122,0.640243166,-0.850468038,0.627456144,-0.624969974,0.277947688,-0.368429034,0.019368156,0.792695517,-0.772454134,0.893495481,-0.697952495,0.516220993,-0.50599287,0.007896663,0.728238444,-0.831791719,0.745002186,-0.68211638,0.222728169,-0.216130528,0.016915039,0.650335556,-1.043152163,0.588256468,-0.828590223,0.37165248,-0.36353263,0.038431909,-92.64583887,17.83219092,41.90582032,-5.20281003
32.05,1.231707018,-1.196562736,0.988727774,-1.083051742,0.704843481,-0.406709519,0.013076898,1.665022977,-1.791043269,1.560239556,-1.355348549,0.805580401,-0.347418329,0.033243483,1.677526033,-1.890877849,1.391163314,-1.137688357,0.666743497,-0.333991894,0.134100812,0.763488659,-0.86515233,0.695845554,-0.639200712,0.507580634,-0.467055957,0.020648015,0.875615703,-0.927756905,0.806158673,-0.793467664,0.635182861,-0.543844682,0.012320249,0.859903371,-1.117403969,0.878782613,-0.922613877,0.44117713,-0.416063361,0.026447917,0.743045673,-1.133756705,0.817352834,-0.962788349,0.548755707,-0.488649287,0.063418364,-89.20526408,19.91768891,43.21356505,-8.05565502
32.1,1.049766144,-1.015354624,0.763660884,-0.923960344,0.573593229,-0.330197921,0.010663461,1.712122979,-1.991754376,1.805238651,-1.48944387,0.834708017,-0.327873494,0.034237089,1.798274317,-2.02555701,1.536538513,-1.188643692,0.709481533,-0.353687526,0.07342252,0.697419767,-0.909691785,0.656514275,-0.708861151,0.478813624,-0.42787383,0.023622394,0.844175295,-0.826524211,0.718948981,-0.686283583,0.559654284,-0.483022746,0.012873903,0.850779501,-1.173912712,0.987472234,-0.930893224,0.40642018,-0.440446263,0.030550057,0.71457736,-1.04855182,0.8232972,-0.850874013,0.510291223,-0.496361009,0.062791283,-83.80071567,21.00877489,40.26244492,-8.18802533
32.15,0.81559067,-0.754550526,0.591654909,-0.605964891,0.443315148,-0.330354217,0.008001972,1.31850184,-1.488713077,1.272200172,-1.171471378,0.722061144,-0.353136823,0.025400195,1.460309857,-1.297311789,0.857065667,-0.801165166,0.503087806,-0.275823123,0.045201781,0.669074055,-0.877850639,0.626841461,-0.678995908,0.287400357,-0.31002281,0.031967757,0.818952079,-0.809305377,0.725254041,-0.674379019,0.456032147,-0.248198794,0.010709876,0.564423263,-0.924140381,0.707797769,-0.812621902,0.220058038,-0.439539968,0.032885749,0.497972701,-0.831897286,0.47393982,-0.557166701,0.225170481,-0.34847601,0.061927776,-76.69489925,21.20842878,35.13943251,-11.59871358
32.2,0.775844411,-0.883188314,0.715738316,-0.63891774,0.53674914,-0.399344911,0.007168167,1.301744666,-1.454471461,1.300848084,-1.307024692,0.802916004,-0.43827022,0.027489945,1.34271571,-1.078264222,0.744948404,-0.751727844,0.435833083,-0.253124595,0.040272135,0.6856853,-1.083986357,0.684954072,-0.825270985,0.457056741,-0.4300379,0.039410559,0.716540256,-0.86704639,0.755296587,-0.683612971,0.295200476,-0.256917743,0.012177389,0.396887491,-1.002107733,0.633736246,-0.823585498,0.215023993,-0.483674768,0.038584917,0.45596494,-0.846021168,0.316060346,-0.614416473,0.217305226,-0.392300064,0.06765343,-68.45932782,20.5084473,25.7093613,-16.44896136
32.25,0.786415455,-1.138806823,0.892284437,-0.892141027,0.516070186,-0.448427276,0.006242825,1.36988217,-1.461821144,1.358565719,-1.244951356,0.711819078,-0.391271043,0.0306136,0.945835634,-0.896629434,0.750105799,-0.685892696,0.382116059,-0.395973951,0.016363982,0.64973985,-1.21598516,0.623012366,-0.918980345,0.371787437,-0.428322917,0.04937813,0.586291179,-0.804901369,0.677726101,-0.667202784,0.290672407,-0.331157716,0.009970163,0.360241924,-1.048563809,0.654681269,-0.830008229,0.256852229,-0.465246217,0.03768853,0.427047027,-0.840702996,0.352936879,-0.615950017,0.208299809,-0.24512876,0.054630166,-59.70585158,19.19265436,17.11395628,-21.30727641
32.3,0.638805662,-1.026279674,0.824815469,-0.81833528,0.410954032,-0.384720094,0.005632756,1.205608922,-1.135743986,0.874252512,-0.918846814,0.56809959,-0.369469105,0.029512323,0.619568472,-0.846256897,0.733477035,-0.661642087,0.270373729,-0.270658333,0.006007045,0.775214097,-1.223994186,0.685084978,-0.81732779,0.259954091,-0.334299415,0.04877955,0.409388644,-0.689518127,0.498741493,-0.469468631,0.256319855,-0.346655477,0.006012457,0.328002553,-0.906981406,0.456141321,-0.692907383,0.14136965,-0.395436263,0.036199582,0.384056693,-0.860378804,0.583568254,-0.506903041,0.211732579,-0.265783845,0.032065345,-51.1806574,17.51325427,11.6958352,-21.60538514
32.35,0.43236915,-0.750208092,0.525526187,-0.51081588,0.266054707,-0.232394162,0.00468729,1.19410544,-1.151225574,0.823023189,-0.901947877,0.618056236,-0.455526505,0.032858054,0.475314025,-0.700837741,0.659547149,-0.533632696,0.269041993,-0.277006867,0.005587465,0.786617679,-1.007545087,0.726521,-0.713278646,0.324396769,-0.371002193,0.031201067,0.40997457,-0.672069399,0.304713743,-0.60021728,0.233923644,-0.505672516,0.009001227,0.161539746,-0.779685659,0.231538183,-0.553881448,0.083286653,-0.40904568,0.036747402,0.779536298,-1.141418945,0.909161281,-0.972016215,0.488677402,-0.360346079,0.028296942,-43.45741828,16.22543421,7.89673349,-22.45070476
32.4,0.461305573,-0.697455699,0.498327691,-0.493872214,0.239422172,-0.190338093,0.004720818,1.463549757,-1.603962,1.379231351,-1.156330466,0.59412993,-0.352719681,0.037536694,0.418222196,-0.728600718,0.57733156,-0.517117123,0.30452292,-0.31818196,0.005438774,0.682880957,-0.84383712,0.552652504,-0.704048413,0.328899051,-0.332033448,0.026234817,0.692343559,-0.813087073,0.380849649,-0.527857107,0.165978912,-0.194091799,0.011554818,0.301669151,-0.70572227,0.085461595,-0.629953274,0.169485264,-0.417704491,0.033971354,0.872093731,-1.046539461,0.805436251,-0.944182589,0.465782192,-0.279540265,0.044444165,-37.04398785,15.50289238,5.69109342,-25.3260857
32.45,0.395879283,-0.795394072,0.727296378,-0.543464655,0.238395331,-0.276877235,0.005463133,1.28556778,-1.396448958,1.231123492,-1.048001515,0.520845316,-0.340864094,0.028981598,0.66361756,-0.882595858,0.833110554,-0.696865677,0.394941961,-0.409496193,0.005353848,0.744740144,-0.984731062,0.533910519,-0.714716151,0.172968667,-0.353486599,0.033328621,0.492350003,-0.904223419,0.549276318,-0.673234051,0.274543957,-0.292615259,0.012704,0.265837038,-0.977174338,0.081850374,-0.817296847,0.096603622,-0.430404447,0.041784691,0.660235595,-0.863989807,0.534741719,-0.775422975,0.25377276,-0.313215605,0.04672689,-32.0804148,15.40897408,3.08264181,-28.33052914
32.5,0.408171634,-0.776029974,0.637559185,-0.612832947,0.203797149,-0.307464039,0.005481587,1.166939701,-1.167515184,0.853759371,-0.745865056,0.324377037,-0.294044292,0.029696767,0.545848885,-0.833701142,0.770962284,-0.608586339,0.281833975,-0.35648045,0.004927855,1.083688581,-1.187625667,0.880386526,-0.776858249,0.330622458,-0.154316742,0.034239163,0.432192909,-1.018539312,0.596914069,-0.75566389,0.370321193,-0.359756626,0.011644676,0.187260819,-1.073292034,0.186330152,-0.819186214,0.028531895,-0.369977306,0.052116238,0.46927066,-0.968656867,0.494985071,-0.768834969,0.079383178,-0.400313901,0.044164812,-28.46099618,15.8738216,1.20543381,-31.8057598
32.55,0.580148188,-0.703051467,0.642702247,-0.647725196,0.362293232,-0.37076443,0.004916245,1.171883327,-1.174365461,0.842799707,-0.716677807,0.296106296,-0.273001015,0.031288231,0.300133957,-0.863205274,0.441564779,-0.676480768,0.291578048,-0.325015981,0.004728909,1.144122752,-1.220616663,0.989312303,-0.984950397,0.651806913,-0.462015945,0.032310917,0.327737096,-0.781487817,0.418384058,-0.568781844,0.229633626,-0.346833296,0.010049012,0.286967833,-0.835245959,0.447313769,-0.630971877,0.168335565,-0.306359262,0.05354974,0.518485091,-1.100415661,0.533441559,-0.794088007,0.170695627,-0.268793149,0.046601706,-26.13185988,16.51425963,0.52638966,-36.45780615
32.6,0.325959929,-0.565620549,0.671796723,-0.490566823,0.308525075,-0.473817716,0.004933625,0.898593804,-0.938546572,0.733720904,-0.757540673,0.486391908,-0.466244838,0.018802981,0.362637784,-0.857547698,0.527191725,-0.694316392,0.344416074,-0.385082037,0.005237071,1.058050627,-1.189008849,0.978848756,-1.042168331,0.714893371,-0.495683958,0.031842058,0.33804168,-0.790503897,0.331615782,-0.549537815,0.269657435,-0.328074089,0.009452466,0.373590286,-0.697784226,0.457854955,-0.608803539,0.345173632,-0.320269888,0.043280418,0.458385949,-0.97067439,0.427848018,-0.66967038,0.16310046,-0.215951269,0.037573513,-24.97751803,17.07343754,-1.93045034,-38.72538514
32.65,0.454019533,-0.660016831,0.739489709,-0.603382414,0.304195248,-0.502938077,0.005168809,0.983526459,-1.131366719,0.905126898,-0.900784258,0.528888423,-0.406611845,0.016964058,0.396911322,-0.780683398,0.655091026,-0.623778498,0.242721634,-0.368180183,0.00520102,0.770725306,-0.907444455,0.678512094,-0.863297998,0.329135205,-0.353511079,0.032760979,0.518379649,-1.113827438,0.62947453,-0.868901681,0.403702995,-0.420545268,0.009706045,0.289043488,-1.062412266,0.341682514,-0.859996808,0.139039931,-0.437298478,0.05751439,0.527556009,-0.78732989,0.437450458,-0.633995684,0.115853515,-0.337302708,0.03354705,-24.5742216,17.25573902,-1.44704499,-39.42945398
32.7,0.768541913,-0.767588006,0.702699272,-0.593419165,0.239009318,-0.184690131,0.004900212,1.0638079,-1.192944707,0.913046688,-0.94613853,0.625046159,-0.322503838,0.019380135,0.23493724,-0.644564543,0.420889482,-0.437508291,0.219411263,-0.289659469,0.005224479,0.836627619,-0.754865307,0.603578923,-0.719532334,0.212871842,-0.187343074,0.032532579,0.677726424,-1.135213705,0.82257643,-0.919667882,0.487059968,-0.421931756,0.009890242,0.327541001,-1.128262333,0.470367807,-0.827463777,0.079554345,-0.334142556,0.066854617,0.537451578,-0.784866116,0.405573022,-0.645615242,0.179857815,-0.311144069,0.032702992,-24.64337598,17.33034257,-1.68150785,-39.49943998
